Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Urban_or_Rural_Area,Incident Reports,Environmental Impact,Public Transport Usage,Road condition,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather,Roadwork and Construction Activity,Cities
18387,66.16143574,1.081668498,53.93381798,91.85651969,Urban,0,86.774,31.27729602,Wet or damp,68.81759789,54.02963634,107,Clear,No,Dumas
25606,45.82852954,1.5,83.2479161,100,Urban,1,101.212,51.9701733,Wet or damp,63.43173782,68.90317292,115,Clear,No,North New Hyde Park
38652,39.22383901,1.5,100,100,Urban,3,127.304,71.66426182,Dry,66.61767966,56.31627525,94,Fog,No,Bainbridge
27047,40.53480518,1.5,88.13398828,100,Urban,1,104.094,11.19527261,Dry,91.14333887,70.17053002,101,Clear,Yes,Shepherdsville
14569,44.20656253,1.046340209,54.82132472,77.29949094,Urban,0,79.138,73.72779859,Dry,75.22254854,60.68163303,179,Clear,No,Hershey
45793,31.86215998,1.5,100,100,Urban,2,141.586,74.48845986,Dry,96.58411165,77.64504128,104,Clear,No,Latham
51954,41.33022396,1.5,100,100,Urban,1,153.908,49.11288428,Dry,71.7554293,58.24442112,103,Windy,No,Chesterton
39459,40.78141524,1.5,100,100,Urban,2,128.918,69.47662762,Dry,87.64764347,70.37821561,98,Clear,No,Candelaria
27703,29.66564656,1.5,89.75021738,100,Urban,3,105.406,33.13512424,Dry,82.54424745,57.09368191,101,Clear,No,Robbinsdale
36210,20,1.5,100,100,Urban,0,122.42,26.49394294,Dry,68.32286793,96.89445357,88,Clear,No,Bradley Gardens
24794,31.78170287,1.296300959,92.29675714,100,Urban,3,99.588,25.23980457,Dry,86.84834246,60.22118953,100,Clear,No,Hobe Sound
7883,43.69646366,1.079149187,31.75528807,38.88357967,Urban,0,65.766,55.1033914,Dry,89.16435074,50.17541748,181,Clear,Yes,Iona
29155,55.01587266,1.5,95.95530281,100,Urban,3,108.31,42.55536222,Dry,97.43305868,86.18309641,88,Clear,No,New Kingman-Butler
13283,36.46780691,1.239833059,38.79823017,61.7747365,Urban,0,76.566,29.82033127,Dry,73.93290526,91.722527,190,Fog,No,East Milton
26514,38.51285218,1.5,79.03689765,100,Urban,2,103.028,54.75042099,Dry,99.47616023,85.35363543,83,Clear,No,Pineville
27789,39.67528674,1.5,86.65899913,100,Urban,3,105.578,47.99735298,Dry,95.38426726,93.40118605,85,Fog,No,Hidalgo
16618,35.65108474,1.23103556,53.98041911,80.02378178,Urban,1,83.236,68.42569212,Dry,70.99754899,74.79516665,96,Fog,No,Jefferson
25757,47.42688872,1.5,85.39424778,100,Urban,5,101.514,52.63899572,Dry,73.94996121,86.88445583,104,Overcast,No,West Freehold
39632,41.93559258,1.5,100,100,Urban,1,129.264,17.5403791,Dry,99.32798571,51.90640894,93,Clear,No,Warrenville
20002,59.13788521,1.111448059,62.935254,95.4086496,Urban,0,90.004,60.25352965,Dry,64.51643348,73.78983873,111,Clear,No,Powell
46681,47.46655741,1.5,100,100,Urban,2,143.362,18.8002763,Dry,74.32796894,74.06951651,103,Fog,No,East Rancho Dominguez
24921,56.64512594,1.3449395,76.26903158,100,Urban,0,99.842,25.08691176,Dry,75.78190018,94.72909538,102,Fog,Yes,Sierra Vista Southeast
29414,48.96651803,1.5,92.27668196,100,Urban,4,108.828,35.79700669,Wet or damp,91.69338787,75.0589365,112,Rain,Yes,North Mankato
28508,33.39729702,1.5,87.24340398,100,Urban,3,107.016,44.66658882,Dry,92.08394618,96.69498487,93,Clear,Yes,Natchez
18412,35.05227115,1.015597381,66.74946725,96.61421463,Urban,0,86.824,28.07502273,Wet or damp,77.91979886,80.99868301,90,Clear,Yes,Piney Green
24262,50.18000535,1.326952158,80.28069599,100,Urban,1,98.524,54.19047266,Wet or damp,70.21842461,69.29627842,99,Fog,No,Jefferson Valley-Yorktown
51640,22.01673726,1.5,100,100,Urban,1,153.28,58.3335497,Dry,63.37574532,85.52910018,118,Clear,Yes,Willowick
37012,47.87246371,1.5,100,100,Urban,6,124.024,28.03142946,Dry,85.44605632,93.98722864,102,Fog,No,Waimalu
28896,33.67457138,1.5,100,100,Urban,3,107.792,20.1492544,Wet or damp,94.5810361,94.68920196,101,Clear,No,Indiana
17531,51.65172117,1.302326879,62.99498797,84.07529812,Urban,0,85.062,63.0803758,Wet or damp,67.66176507,73.13830112,86,Clear,No,Wilkinsburg
21880,36.40827642,1.279867909,64.83194393,100,Urban,1,93.76,43.43910463,Wet or damp,67.11689683,98.10079885,100,Clear,No,Federal Heights
6530,41.17448604,1.002577387,24.22646311,35.60937967,Urban,1,63.06,29.58044608,Wet or damp,94.55609795,92.21978064,205,Overcast,No,Wells Branch
31313,38.9224045,1.5,100,100,Urban,2,112.626,45.7027174,Wet or damp,94.24314393,60.39106686,98,Clear,No,St. Helens
32124,26.08673448,1.5,100,100,Urban,3,114.248,28.91563408,Wet or damp,93.38166062,79.96536896,92,Clear,No,Southchase
32330,40.97075692,1.5,100,100,Urban,2,114.66,74.34215258,Dry,67.03834952,87.27566312,94,Clear,No,Chicago Ridge
30797,41.58662286,1.5,100,100,Urban,2,111.594,30.12927623,Dry,64.85560988,71.01967815,83,Clear,No,Circleville
48747,38.14910247,1.5,100,100,Urban,2,147.494,41.5566703,Dry,97.42913976,85.10462935,105,Overcast,No,Braselton
9948,50.51296483,1.36941914,40.00808856,48.2288516,Urban,0,69.896,32.90935926,Dry,63.69579653,51.57150788,198,Overcast,No,Fergus Falls
27069,37.34039659,1.5,80.62210195,100,Urban,1,104.138,25.7845955,Dry,75.35928312,96.99177124,86,Clear,No,McFarland
27724,30.21608721,1.5,86.06066237,100,Urban,2,105.448,76.12271512,Dry,77.36728763,59.95654601,101,Fog,No,Lone Tree
19587,52.49479524,1.308082649,75.08054682,98.70942682,Urban,2,89.174,44.17678172,Dry,72.49323028,58.21139353,103,Fog,No,Grass Valley
34169,20.68962125,1.5,100,100,Urban,4,118.338,30.15601907,Wet or damp,88.17425176,80.29029371,99,Clear,Yes,Dunmore
7336,48.66274134,1.088532181,24.28905682,40.75843772,Urban,1,64.672,42.15986035,Dry,60.42680797,64.03305235,197,Rain,No,Jericho
21123,51.95884022,1.191985375,60.90317007,100,Urban,0,92.246,25.70523499,Dry,73.34047516,81.25805584,107,Clear,No,East Wenatchee
52571,43.03875453,1.5,100,100,Urban,2,155.142,61.83428379,Dry,81.30546287,84.08287265,94,Clear,No,Shiloh
13649,37.47507073,1.318953656,50.48527665,64.05514145,Urban,1,77.298,19.25162745,Dry,89.58141722,54.30227826,185,Overcast,No,Sun Lakes
62181,53.03622059,1.5,100,100,Urban,3,174.362,14.55681896,Dry,68.80795669,67.17444325,108,Clear,Yes,Lakewood Park
61445,34.77011475,1.5,100,100,Urban,0,172.89,43.26605444,Dry,99.74362389,57.45221151,102,Clear,No,Colesville
35235,34.5279469,1.5,100,100,Urban,1,120.47,25.73357307,Wet or damp,63.34181858,76.1838486,87,Clear,No,Lakeland
34096,36.54757693,1.5,100,100,Urban,3,118.192,61.48769473,Wet or damp,95.5370848,88.48899724,93,Overcast,No,New Ulm
18749,48.97644974,1.060547597,66.6074102,95.01475559,Urban,0,87.498,25.91579036,Dry,70.02343421,86.53153041,95,Clear,No,Mill Valley
44050,23.03196844,1.5,100,100,Urban,3,138.1,35.03088977,Wet or damp,90.40230142,55.02721806,105,Clear,No,Artondale
20190,59.21634558,1.081491478,75.79458998,96.14968869,Urban,2,90.38,47.55955394,Dry,81.38994489,60.18118319,105,Clear,No,Bellefontaine
29483,37.32080804,1.5,100,100,Urban,2,108.966,63.33654155,Wet or damp,85.95623818,81.984889,115,Clear,Yes,Smithfield
41083,23.62734757,1.5,100,100,Urban,1,132.166,46.30131988,Wet or damp,79.06276878,60.43402114,101,Clear,No,Allouez
42718,43.8364534,1.5,100,100,Urban,1,135.436,30.48402006,Wet or damp,71.19926856,86.21254786,117,Clear,No,Anderson Creek
61366,30.95364283,1.5,100,100,Urban,1,172.732,25.17512133,Dry,99.01639632,68.14719168,108,Clear,No,Destin
14554,39.97526112,1.266169302,51.14370536,76.30257459,Urban,0,79.108,63.98150577,Wet or damp,95.30196157,50.80872387,202,Clear,No,Wauconda
50932,31.51094697,1.5,100,100,Urban,2,151.864,42.80189561,Dry,94.43512596,86.78563051,92,Clear,No,Sharonville
33884,40.80069125,1.5,100,100,Urban,1,117.768,78.04882817,Dry,79.3584577,85.98029248,99,Fog,No,Beach Park
14000,45.85770756,1.313433202,38.96133388,72.97798286,Urban,1,78,34.11182819,Dry,67.3159662,62.62867001,209,Rain,No,Fort Lewis
27575,45.24455347,1.5,94.87829996,100,Urban,1,105.15,37.24425156,Dry,90.44038521,73.00393756,83,Clear,No,Roselle Park
26098,20,1.5,95.57799324,100,Urban,0,102.196,50.48078011,Dry,72.41451487,75.42441249,107,Clear,No,Teays Valley
18383,41.67158071,1.202482715,54.31560288,96.23717564,Urban,1,86.766,77.61577866,Dry,95.30310436,57.17450443,105,Clear,No,McPherson
22225,53.9176428,1.285983142,72.85872893,100,Urban,2,94.45,58.40218227,Wet or damp,93.14524962,82.32140576,90,Clear,No,McCalla
11830,46.08745697,1.371208742,38.28806225,61.73186638,Urban,0,73.66,74.85551941,Dry,61.35235319,52.10685804,170,Clear,No,Brandermill
24643,46.43941993,1.059740768,74.85402351,100,Urban,2,99.286,27.9934112,Dry,84.87918502,66.91368154,96,Clear,No,Rocky Point
13422,54.13392024,1.106880797,51.68820685,63.53884678,Urban,0,76.844,34.2532178,Dry,82.40528567,73.1721778,198,Clear,No,Wood Dale
40500,56.14376268,1.5,100,100,Urban,0,131,56.33154947,Dry,80.3264588,56.34157676,101,Clear,No,Forest Hill
29605,39.46074601,1.5,90.62079111,100,Urban,2,109.21,66.96502901,Dry,79.54693963,78.38206024,88,Clear,No,Willow Grove
26205,41.13098391,1.5,91.51231689,100,Urban,0,102.41,52.65020961,Dry,67.2966382,51.41068432,99,Overcast,No,Bellair-Meadowbrook Terrace
27702,31.48814235,1.5,83.72617106,100,Urban,3,105.404,64.39321826,Dry,64.0186196,93.07626273,96,Overcast,Yes,Glenpool
54116,26.71441319,1.5,100,100,Urban,0,158.232,60.21275978,Dry,72.95219818,73.2923828,89,Clear,No,Elfers
34048,50.76368771,1.5,100,100,Urban,0,118.096,66.30770611,Wet or damp,72.15190787,55.86057753,109,Windy,No,White House
54451,20,1.5,100,100,Urban,0,158.902,61.07956223,Dry,85.63784252,71.18564064,94,Fog,No,Luling
26479,31.3472461,1.5,80.23569373,100,Urban,3,102.958,61.40112832,Wet or damp,90.25319914,53.68329993,110,Clear,No,South Sioux City
23596,39.52672487,1.296413241,82.79702648,100,Urban,3,97.192,18.06439095,Wet or damp,87.38051397,55.19488789,113,Clear,No,Elk Plain
24943,41.09864722,1.076137016,73.15389021,100,Urban,2,99.886,44.44814134,Wet or damp,76.50292797,88.80033107,97,Clear,No,Gonzalez
20447,28.12976962,1.11150672,75.55482758,100,Urban,4,90.894,16.55849748,Dry,86.68185666,86.42837221,86,Windy,No,Lyndhurst
25920,48.31279164,1.5,78.07095241,100,Urban,2,101.84,61.7056325,Wet or damp,86.82283395,78.64535947,117,Fog,No,Channahon
21387,39.65002327,1.0879892,70.69843172,100,Urban,1,92.774,69.70916896,Dry,73.5702511,98.1206701,93,Clear,No,Sauk Rapids
47553,42.44512497,1.5,100,100,Urban,1,145.106,70.74453244,Wet or damp,79.05940474,99.34847275,101,Clear,No,Beachwood
25246,25.00121059,1.5,93.30025031,100,Urban,3,100.492,63.17244417,Wet or damp,94.27646588,83.14429721,87,Overcast,No,Coldwater
21042,42.65699085,1.353844522,78.77906245,100,Urban,0,92.084,67.12253755,Wet or damp,79.07841465,53.75141788,90,Rain,No,Valencia West
61937,20.81229551,1.5,100,100,Urban,5,173.874,42.87009902,Wet or damp,81.20618513,81.722633,107,Clear,No,North Auburn
26634,28.71535017,1.5,80.60360385,100,Urban,2,103.268,17.00566264,Dry,61.67505398,93.07838413,108,Clear,No,New Franklin
30200,40.43229354,1.5,100,100,Urban,3,110.4,36.59362536,Wet or damp,74.02919137,77.97354202,86,Clear,No,Bridgetown
26225,46.25884777,1.5,77.81152162,100,Urban,2,102.45,67.60428733,Dry,64.4117094,67.94664516,95,Fog,No,Newington
27053,37.452034,1.5,99.94816132,100,Urban,0,104.106,65.7176318,Wet or damp,66.45142566,76.61643042,103,Clear,No,Hawaiian Gardens
38720,33.16171176,1.5,100,100,Urban,2,127.44,56.86960097,Wet or damp,61.84459956,60.15474632,99,Clear,No,Waycross
13615,53.99887717,1.033383442,38.16751488,71.89948178,Urban,0,77.23,21.40960155,Wet or damp,95.7623902,92.26394446,189,Clear,No,Halawa
24898,34.01446174,1.033097905,86.75958998,100,Urban,2,99.796,47.29955706,Wet or damp,64.98021573,60.12002696,107,Clear,No,Olean
11505,42.34217822,1.346447772,29.67147581,61.13483699,Urban,1,73.01,11.763392,Dry,61.9996806,79.51890323,207,Clear,No,Broussard
26240,28.00471242,1.5,95.35168294,100,Urban,4,102.48,26.85066848,Wet or damp,85.90685538,97.72921669,95,Clear,No,On Top of the World Designated Place
46306,32.88661843,1.5,100,100,Urban,0,142.612,15.48036658,Dry,79.9252582,88.26718778,86,Clear,No,Orange City
43674,29.72853666,1.5,100,100,Urban,1,137.348,44.71130705,Dry,72.99948658,99.79825185,93,Overcast,No,Maumee
15219,50.99114316,1.311188084,59.61530339,80.07466492,Urban,0,80.438,32.67948466,Wet or damp,79.98445476,57.91805921,124,Fog,No,Snoqualmie
12735,30.96142563,1.270876487,48.00123852,58.97640518,Urban,0,75.47,61.08542171,Wet or damp,92.52221703,61.82857636,188,Clear,Yes,Flower Hill
53793,28.75285156,1.5,100,100,Urban,4,157.586,24.63123164,Wet or damp,96.50079885,86.7167939,84,Clear,No,Azle
25934,33.73198428,1.5,93.45164199,100,Urban,4,101.868,28.63575177,Wet or damp,70.3771655,78.10321921,89,Clear,No,Cayce
22619,42.83424123,1.253518079,68.89396711,100,Urban,0,95.238,25.96868177,Dry,98.29222558,55.2697956,100,Clear,No,Isla Vista
24775,52.14632754,1.120244233,77.55106449,100,Urban,1,99.55,34.44314941,Dry,68.66708987,64.7072098,108,Clear,Yes,Plover
21356,38.84377134,1.019856369,78.70430146,100,Urban,0,92.712,63.64828113,Dry,90.23302364,64.47018205,90,Clear,No,Cheval
25601,25.0580865,1.5,95.2809419,100,Urban,0,101.202,32.23711836,Dry,95.66025998,88.28805121,104,Clear,No,Mercerville
62262,45.10815943,1.5,100,100,Urban,2,174.524,78.83648115,Wet or damp,92.64236916,97.46134417,91,Clear,No,Royal Kunia
19048,56.16424835,1.381829328,68.28796147,99.30979013,Urban,2,88.096,79.76122686,Wet or damp,73.0036336,83.58528748,112,Rain,No,East Islip
6254,54.56901764,1.248422222,27.41970255,31.36441147,Urban,0,62.508,19.71646788,Wet or damp,82.81661525,77.65835271,191,Clear,No,St. James
56026,35.46711961,1.5,100,100,Urban,3,162.052,18.50204052,Wet or damp,93.20843647,78.84553999,93,Clear,No,Bardstown
27871,37.8304541,1.5,87.98823743,100,Urban,5,105.742,68.97153998,Wet or damp,92.7368152,95.40191558,90,Overcast,No,East Cleveland
5820,57.08406049,1.034305591,25.29779911,26.93590274,Urban,1,61.64,70.2492221,Wet or damp,89.57098013,69.42113545,205,Windy,No,Beaufort
8913,47.60612414,1.312173383,28.0315228,42.95094249,Urban,0,67.826,79.7245556,Dry,98.24043122,56.57984539,193,Clear,No,Brecksville
38269,39.06921741,1.5,100,100,Urban,4,126.538,28.49326575,Dry,96.69527042,98.11781652,107,Clear,No,Sunset
63496,47.56487688,1.5,100,100,Urban,2,176.992,38.49481182,Wet or damp,86.60452825,58.5735473,86,Clear,No,Carnot-Moon
31548,27.31607052,1.5,100,100,Urban,0,113.096,19.8416623,Wet or damp,91.57120169,61.45491157,102,Clear,No,Grantsville
26179,20,1.5,93.60541534,100,Urban,1,102.358,79.8842747,Dry,87.65636185,91.63370086,95,Fog,No,Moberly
27035,36.94325068,1.5,88.89238648,100,Urban,3,104.07,60.50424904,Dry,74.11545963,53.52830989,103,Clear,No,Port Neches
8369,43.92989507,1.278907404,37.08153603,43.43258808,Urban,0,66.738,22.71916713,Dry,69.31134285,61.08050016,192,Overcast,No,Speedway
37108,20,1.5,100,100,Urban,0,124.216,70.15906587,Dry,74.52724904,60.92996891,100,Rain,No,Hockessin
25100,34.56474837,1.5,88.20916355,100,Urban,3,100.2,58.86834721,Wet or damp,83.55560481,84.89146142,103,Clear,Yes,Miami Springs
41834,41.24481462,1.5,100,100,Urban,0,133.668,35.19204284,Wet or damp,67.53583784,63.25290428,91,Windy,No,South Charleston
14759,40.36032505,1.184020832,46.01907693,76.24337594,Urban,0,79.518,61.54325673,Dry,71.52586344,79.63643923,206,Clear,No,Warrensville Heights
24104,36.92411565,1.034986822,77.08778647,100,Urban,1,98.208,53.11000231,Dry,89.6107645,62.72924674,94,Windy,No,Martinsville
52233,30.96802282,1.5,100,100,Urban,1,154.466,25.72351919,Wet or damp,67.19037054,86.85316508,124,Clear,No,Fruita
47162,37.62950759,1.5,100,100,Urban,4,144.324,25.57688538,Wet or damp,89.18705509,69.1745872,119,Clear,No,Villas
56531,48.27598465,1.5,100,100,Urban,1,163.062,47.74854065,Dry,89.92407831,57.68237264,91,Clear,No,New Providence
16260,20,1.14452397,62.45076999,82.88625221,Urban,0,82.52,35.04038037,Dry,80.11809997,51.68316021,118,Rain,No,Echelon
26302,34.5109894,1.5,92.04691225,100,Urban,0,102.604,42.27516775,Dry,69.40986395,97.51109179,96,Overcast,No,Montgomeryville
18651,33.75548731,1.365964711,62.91559192,93.81834287,Urban,1,87.302,75.7499882,Dry,92.08900294,96.72745992,110,Clear,No,Groveton
20191,56.14650498,1.141941901,61.19141772,96.44418872,Urban,1,90.382,76.12687396,Dry,71.86973851,89.71221588,80,Clear,Yes,New Carrollton
25429,38.92121237,1.5,78.5789168,100,Urban,0,100.858,25.06444952,Dry,62.85269168,67.96910446,98,Clear,No,Vinings
14247,41.99462989,1.325601839,41.51424785,73.78389712,Urban,0,78.494,43.58201652,Dry,85.80777344,52.21388558,175,Clear,No,Eatontown
57838,28.00351617,1.5,100,100,Urban,1,165.676,18.43818636,Wet or damp,69.6042685,71.93608201,100,Clear,Yes,Glen Carbon
65516,29.24506104,1.5,100,100,Urban,4,181.032,17.66582217,Wet or damp,86.71291417,64.02184086,112,Overcast,No,Beeville
18161,42.60772317,1.213495739,65.64231312,93.09455965,Urban,1,86.322,73.21067951,Wet or damp,60.72076764,90.16338302,99,Clear,No,King City
41580,25.36197298,1.5,100,100,Urban,1,133.16,66.80457562,Wet or damp,92.54770547,84.57011848,118,Clear,No,University Heights
23847,54.24788209,1.114368862,80.89829167,100,Urban,1,97.694,76.67829756,Dry,72.69230708,92.50210668,101,Clear,No,Storrs
15034,29.23347247,1.322501189,49.49111922,70.79461188,Urban,1,80.068,56.79722113,Wet or damp,86.69953086,52.81710393,87,Rain,Yes,Hazel Crest
31106,31.70736674,1.5,100,100,Urban,1,112.212,72.15501629,Wet or damp,73.3487543,84.93251276,109,Clear,No,Lamont
24408,54.42216563,1.256172877,80.06742402,100,Urban,1,98.816,13.22953811,Dry,99.37236927,67.96108368,91,Clear,No,Lake Los Angeles
38006,20,1.5,100,100,Urban,0,126.012,36.33112693,Dry,69.49994433,71.90448566,97,Rain,No,Los Alamos
35613,32.64270531,1.5,100,100,Urban,2,121.226,76.51393398,Dry,65.00251279,56.14557209,92,Fog,No,Weddington
48260,35.57329748,1.5,100,100,Urban,2,146.52,50.32973665,Dry,72.23507048,73.36472466,110,Clear,No,Asbury Lake
10825,56.9087103,1.161423846,33.37157876,50.74132527,Urban,0,71.65,66.20547122,Wet or damp,79.64301418,72.91087416,184,Clear,Yes,Irondale
42960,30.33840944,1.5,100,100,Urban,1,135.92,11.21978233,Dry,65.68874885,61.15605205,101,Clear,No,Endicott
24203,35.47570762,1.193508917,75.29781985,100,Urban,0,98.406,41.60311553,Dry,81.9338694,73.3475429,113,Clear,Yes,Trophy Club
16095,52.21562854,1.299558258,49.91319668,84.73328621,Urban,0,82.19,68.76624038,Dry,85.12664012,98.86991075,107,Clear,No,Palmetto
9020,52.80623414,1.158929612,25.75944241,42.09635856,Urban,0,68.04,33.65229361,Dry,63.26979694,77.01595702,241,Clear,No,Kilgore
50029,41.09220969,1.5,100,100,Urban,3,150.058,40.94346621,Wet or damp,87.48524233,68.05494548,111,Overcast,No,Avenal
50455,30.34322061,1.5,100,100,Urban,1,150.91,75.55718143,Wet or damp,66.62502969,97.20662709,111,Clear,Yes,Woodinville
16654,45.68530099,1.067905376,52.09635263,84.14102494,Urban,0,83.308,59.74967636,Wet or damp,76.14638864,97.47861478,104,Fog,No,Lexington Park
38438,25.62967794,1.5,100,100,Urban,0,126.876,30.54809602,Wet or damp,65.66469028,56.43846579,93,Windy,No,Andrews
57319,20,1.5,100,100,Urban,2,164.638,41.58270806,Dry,96.94576925,69.64497681,91,Clear,No,Brock Hall
40533,22.71256237,1.5,100,100,Urban,2,131.066,21.30260296,Dry,89.67114147,57.40739894,96,Clear,No,Joppatowne
37074,37.8005764,1.5,100,100,Urban,6,124.148,39.50532157,Dry,75.84165472,52.36787401,111,Fog,No,Jupiter Farms
18552,44.08479678,1.264431639,62.71143183,89.03050564,Urban,0,87.104,12.50350475,Dry,90.46741674,58.13883511,103,Clear,No,Moody
27574,48.23025427,1.5,85.1631565,100,Urban,2,105.148,15.79085554,Dry,67.21980263,56.37561678,100,Overcast,No,Blue Ash
48279,27.77685644,1.5,100,100,Urban,1,146.558,62.56873251,Dry,66.9402097,56.53273478,118,Clear,Yes,Pottsville
18022,61.66691615,1.36448669,51.08734557,93.29116906,Urban,0,86.044,52.78426071,Dry,99.4730225,79.13239016,109,Overcast,No,Sault Ste. Marie
24725,52.06793506,1.185480158,74.5954419,100,Urban,3,99.45,54.32205276,Wet or damp,96.86345569,74.82053745,118,Overcast,No,Chino Valley
56221,39.74395605,1.5,100,100,Urban,3,162.442,40.48504915,Dry,66.30893555,72.72836986,94,Clear,No,Lake Forest Park
37267,28.58858763,1.5,100,100,Urban,2,124.534,72.84848985,Wet or damp,93.93936521,85.15759758,92,Clear,No,Pell City
37721,25.08719806,1.5,100,100,Urban,4,125.442,60.86245658,Dry,70.26080801,69.41469766,106,Clear,No,Western Springs
20278,45.58245832,1.215218053,72.54844029,100,Urban,2,90.556,29.52431571,Wet or damp,77.63351564,90.47950554,111,Clear,No,Atlantic Beach
28235,32.83424573,1.5,100,100,Urban,1,106.47,13.25946585,Dry,98.31199656,84.74265674,95,Overcast,No,Nesconset
41167,45.78769757,1.5,100,100,Urban,1,132.334,70.55557978,Wet or damp,92.12537427,74.79647905,109,Clear,No,Steamboat Springs
20351,44.63790198,1.318095687,72.84901877,99.50208768,Urban,3,90.702,47.16741282,Dry,99.53584996,66.46564275,91,Clear,Yes,Bonita
34536,24.68911762,1.5,100,100,Urban,4,119.072,35.28874046,Dry,61.44757189,92.46504735,85,Clear,No,North Fair Oaks
36453,44.05089609,1.5,100,100,Urban,2,122.906,60.93476401,Wet or damp,71.86682177,69.0276135,96,Clear,No,Bexley
31269,43.87199354,1.5,100,100,Urban,1,112.538,69.75487095,Wet or damp,65.36606458,62.86358278,113,Fog,No,Coatesville
41639,26.8839862,1.5,100,100,Urban,3,133.278,79.72916833,Wet or damp,86.1435642,85.17433207,94,Clear,No,South Daytona
35213,33.90924619,1.5,100,100,Urban,3,120.426,48.02350821,Wet or damp,80.47643284,54.51642778,97,Clear,No,Butler
22576,26.23137542,1.094574538,80.53850269,100,Urban,4,95.152,14.76261176,Dry,88.88562601,67.67629595,90,Clear,No,Callaway
23350,31.95965494,1.099123524,70.53033507,100,Urban,3,96.7,11.03861895,Dry,84.01154749,86.19156946,97,Clear,No,Kings Park West
20676,47.25631875,1.02064695,70.75247613,100,Urban,0,91.352,57.75616911,Wet or damp,84.49274491,82.13301636,110,Rain,No,Hawaiian Paradise Park
33072,25.50461493,1.5,100,100,Urban,0,116.144,29.29640527,Wet or damp,69.36987809,75.9321165,93,Clear,Yes,Tega Cay
23547,37.70292121,1.203749447,70.93347968,100,Urban,4,97.094,34.98766386,Wet or damp,73.84826964,96.10409904,91,Clear,No,Connersville
27229,34.91125757,1.5,92.15281304,100,Urban,2,104.458,17.2641903,Dry,92.12734033,76.48911897,89,Fog,No,Fernandina Beach
6953,53.55851357,1.129541821,17.10963174,32.854354,Urban,1,63.906,17.64076203,Dry,83.46414694,81.67816778,220,Clear,No,Star
17220,54.9419692,1.274784975,65.84255237,85.01851032,Urban,0,84.44,54.78379164,Dry,94.72297546,98.81300903,96,Overcast,No,La Grange Park
32045,33.56113984,1.5,100,100,Urban,1,114.09,23.64435573,Dry,68.35459166,88.80067777,114,Windy,No,Accokeek
43423,27.53651253,1.5,100,100,Urban,3,136.846,68.29352746,Wet or damp,81.84333748,72.72411494,104,Fog,No,Waconia
39305,20.6123556,1.5,100,100,Urban,2,128.61,59.04173791,Wet or damp,90.85455555,73.01308096,98,Clear,No,California
31949,29.14807029,1.5,100,100,Urban,1,113.898,37.90305555,Dry,72.85375761,60.12736893,86,Fog,No,El Sobrante
22997,36.31445562,1.074412697,84.11451907,100,Urban,3,95.994,67.56733559,Dry,68.77086176,85.34087554,101,Clear,No,Orangeburg
10272,49.32114165,1.331387008,33.37170774,50.95646862,Urban,0,70.544,27.05634327,Wet or damp,89.34009994,91.47272017,222,Clear,No,Olympia Heights
11396,47.63334389,1.299563057,40.55554407,52.13992022,Urban,0,72.792,20.2395866,Dry,65.69645679,57.52315058,199,Clear,No,Lincolnwood
26810,51.38286544,1.5,98.75733963,100,Urban,2,103.62,34.41676185,Wet or damp,64.98946126,73.92525185,104,Overcast,No,River Ridge
29850,20.96113675,1.5,100,100,Urban,2,109.7,10.81563396,Dry,75.37645635,93.26649942,91,Clear,No,Ridgefield Park
16594,29.19925888,1.115849783,61.54778079,81.43794219,Urban,2,83.188,26.95074655,Dry,93.21826693,50.62712603,92,Clear,No,Dorado
43317,20,1.5,100,100,Urban,3,136.634,76.31786254,Dry,70.4783692,85.60660551,83,Clear,No,Celebration
47256,42.4983414,1.5,100,100,Urban,0,144.512,16.2973522,Dry,65.06921411,64.68256629,108,Fog,No,Cypress Lake
36632,38.18129094,1.5,100,100,Urban,3,123.264,73.41705397,Dry,77.48120037,94.60112576,102,Clear,No,Webb City
21478,44.08803353,1.196620508,69.10859566,100,Urban,0,92.956,68.39056784,Dry,87.47496382,60.6301492,113,Clear,No,Dardenne Prairie
30461,38.21478335,1.5,98.642874,100,Urban,2,110.922,19.1534792,Wet or damp,79.79412041,86.60681306,105,Fog,No,Florham Park
16173,39.51482788,1.310044196,48.96345515,76.41652274,Urban,1,82.346,25.38622183,Dry,64.68067482,50.64073253,98,Rain,No,Glendale
23139,24.45713427,1.279079478,74.17063044,100,Urban,3,96.278,46.9460736,Dry,68.33257203,68.70817167,109,Overcast,No,Soddy-Daisy
32262,39.74083956,1.5,100,100,Urban,2,114.524,74.76488947,Wet or damp,87.79861783,81.05981429,104,Windy,No,Lake Station
33963,52.1325357,1.5,100,100,Urban,0,117.926,23.48116327,Dry,87.0418634,96.09197133,98,Rain,No,Mountain Park
31463,35.98181926,1.5,100,100,Urban,3,112.926,61.89595165,Dry,96.35283981,68.11369956,104,Clear,No,Carpinteria
31225,20,1.5,94.40298444,100,Urban,2,112.45,52.76122446,Wet or damp,84.23341588,75.30211775,106,Rain,No,North Palm Beach
25893,35.38412763,1.5,95.15653202,100,Urban,0,101.786,52.4606265,Dry,76.30300847,76.63322937,94,Fog,No,Viera East
